Incident_Number,Area_Occ,Rpt_Dist,Dispatch_Date,Dispatch_Time,Call_Type_Code,Call_Type_Text
PD21021000000300,Central,0153,02/10/2021 12:00:00 AM,02:06:40,620D,DOM VIOL
PD21012500000562,Wilshire,0762,01/25/2021 12:00:00 AM,05:14:33,242D,DOM VIOL
PD21051100002497,Pacific,1476,05/11/2021 12:00:00 AM,13:24:42,620D,DOM VIOL
PD21013000002156,N Hollywood,1511,01/30/2021 12:00:00 AM,13:25:33,242D,DOM VIOL
PD21011000004560,West LA,0881,01/10/2021 12:00:00 AM,23:23:46,620D,DOM VIOL
PD21042400003880,Hollywood,0667,04/24/2021 12:00:00 AM,20:56:00,242PD,POSS DOM VIOL
PD21020500003595,Harbor,0567,02/05/2021 12:00:00 AM,18:26:29,620D,DOM VIOL
PD21011400004455,Devonshire,1787,01/14/2021 12:00:00 AM,22:41:06,245D,DOM VIOL
PD21032400005146,Southwest,0337,03/24/2021 12:00:00 AM,23:05:10,620DR,DOM VIOL R/O
PD21022200003177,77th Street,1233,02/22/2021 12:00:00 AM,16:19:25,620D,DOM VIOL
PD21040600000087,Rampart,0248,04/06/2021 12:00:00 AM,00:39:10,620D,DOM VIOL
PD21011100001033,Olympic,2022,01/11/2021 12:00:00 AM,08:44:10,242D,DOM VIOL
PD21032200003970,Devonshire,1796,03/22/2021 12:00:00 AM,19:28:53,245D,DOM VIOL
PD21021500002244,Hollywood,0663,02/15/2021 12:00:00 AM,13:16:07,242PD,POSS DOM VIOL
PD21030900001928,Southwest,0398,03/09/2021 12:00:00 AM,11:02:00,242D,DOM VIOL
PD21041700000286,Olympic,2036,04/17/2021 12:00:00 AM,01:16:28,242DJ,DOM VIOL J/O
PD21010100003032,Olympic,2054,01/01/2021 12:00:00 AM,17:34:06,620D,DOM VIOL
PD21040400000610,77th Street,1241,04/04/2021 12:00:00 AM,02:37:31,620D,DOM VIOL
PD21021300002468,Olympic,2081,02/13/2021 12:00:00 AM,15:04:39,242D,DOM VIOL
PD21050800004654,Topanga,2189,05/08/2021 12:00:00 AM,23:03:45,620D,DOM VIOL
PD21030400000685,Central,0135,03/04/2021 12:00:00 AM,06:54:25,245D,DOM VIOL
PD21010200000479,Mission,1921,01/02/2021 12:00:00 AM,03:27:46,620D,DOM VIOL
PD21032600001198,77th Street,1268,03/26/2021 12:00:00 AM,10:34:11,242D,DOM VIOL
PD21010800003644,West LA,0832,01/08/2021 12:00:00 AM,19:39:19,620D,DOM VIOL
PD21051900005525,Southeast,1832,05/19/2021 12:00:00 AM,23:20:06,242D,DOM VIOL
PD21030200004334,Rampart,0256,03/02/2021 12:00:00 AM,19:50:20,242D,DOM VIOL
PD21012300000561,Southeast,1821,01/23/2021 12:00:00 AM,03:39:29,242D,DOM VIOL
PD21012500002410,Southwest,0354,01/25/2021 12:00:00 AM,14:14:19,242AD,AMB DOM VIOL
PD21041100000614,Southeast,1863,04/11/2021 12:00:00 AM,02:39:28,242D,DOM VIOL
PD21051600003723,Devonshire,1747,05/16/2021 12:00:00 AM,19:12:24,620DR,DOM VIOL R/O
PD21030100003714,Southeast,1824,03/01/2021 12:00:00 AM,18:18:52,242D,DOM VIOL
PD21050700004601,77th Street,1213,05/07/2021 12:00:00 AM,21:06:52,245DSN,DOM VIOL SUSP NOW
PD21042000003667,77th Street,1256,04/20/2021 12:00:00 AM,21:30:14,620D,DOM VIOL
PD21022700001479,Wilshire,0749,02/27/2021 12:00:00 AM,09:48:29,242D,DOM VIOL
PD21022500001493,Rampart,0291,02/25/2021 12:00:00 AM,09:22:20,620D,DOM VIOL
PD21010200002240,77th Street,1218,01/02/2021 12:00:00 AM,15:18:11,242D,DOM VIOL
PD21011900005082,Hollywood,0638,01/19/2021 12:00:00 AM,22:05:37,242D,DOM VIOL
PD21042500001053,Foothill,1611,04/25/2021 12:00:00 AM,06:48:02,620D,DOM VIOL
PD21043000005110,77th Street,1258,04/30/2021 12:00:00 AM,23:43:45,620D,DOM VIOL
PD21041500005367,Mission,1971,04/16/2021 12:00:00 AM,00:01:10,242AD,AMB DOM VIOL
PD21050300005224,Central,0153,05/03/2021 12:00:00 AM,23:48:15,242D,DOM VIOL
PD21042100001542,Newton,1362,04/21/2021 12:00:00 AM,10:56:06,620D,DOM VIOL
PD21021000000395,Pacific,1406,02/10/2021 12:00:00 AM,02:51:02,620DR,DOM VIOL R/O
PD21020200000011,Van Nuys,0943,02/02/2021 12:00:00 AM,00:09:53,245PD,ADW POSS DOM VIOL
PD21051500002019,Mission,1916,05/15/2021 12:00:00 AM,12:17:53,620DR,DOM VIOL R/O
PD21020900002471,Hollenbeck,0427,02/09/2021 12:00:00 AM,13:24:45,242D,DOM VIOL
PD21010100000630,Rampart,0279,01/01/2021 12:00:00 AM,02:04:04,242DX,BATTERY DOMESTIC VIO
PD21030100004567,Central,0101,03/01/2021 12:00:00 AM,21:40:29,620D,DOM VIOL
PD21051900002831,Harbor,0526,05/19/2021 12:00:00 AM,13:58:07,620DR,DOM VIOL R/O
PD21040400004129,Central,0101,04/04/2021 12:00:00 AM,21:21:18,242DS,DOM VIOL SUSP
PD21052600004647,Devonshire,1761,05/26/2021 12:00:00 AM,21:29:56,242DS,DOM VIOL SUSP
PD21042100002560,Rampart,0248,04/21/2021 12:00:00 AM,15:39:23,242D,DOM VIOL
PD21020800001705,Central,0157,02/08/2021 12:00:00 AM,10:55:31,245D,DOM VIOL
PD21011400002547,Southeast,1801,01/14/2021 12:00:00 AM,15:18:11,620D,DOM VIOL
PD21012900003430,77th Street,1203,01/29/2021 12:00:00 AM,19:36:28,245DSN,DOM VIOL SUSP NOW
PD21051300005461,Southeast,1881,05/13/2021 12:00:00 AM,23:37:38,242D,DOM VIOL
PD21012500002467,Foothill,1613,01/25/2021 12:00:00 AM,14:29:48,620D,DOM VIOL
PD21040400004581,Southeast,1805,04/04/2021 12:00:00 AM,22:53:04,242D,DOM VIOL
PD21042100000509,Van Nuys,0904,04/21/2021 12:00:00 AM,04:07:12,620D,DOM VIOL
PD21052100002184,West Valley,1012,05/21/2021 12:00:00 AM,12:46:29,620D,DOM VIOL
PD21051100001620,Wilshire,0701,05/11/2021 12:00:00 AM,10:08:08,242DJ,DOM VIOL J/O
PD21040100003082,Southeast,1862,04/01/2021 12:00:00 AM,16:00:34,245D,DOM VIOL
PD21040600004519,Hollenbeck,0464,04/06/2021 12:00:00 AM,20:43:04,620DR,DOM VIOL R/O
PD21032300003311,Northeast,1107,03/23/2021 12:00:00 AM,15:56:42,242D,DOM VIOL
PD21030800001298,Olympic,2042,03/08/2021 12:00:00 AM,09:30:57,242D,DOM VIOL
PD21041400005174,N Hollywood,1513,04/14/2021 12:00:00 AM,22:47:18,620D,DOM VIOL
PD21051200000052,Northeast,1113,05/12/2021 12:00:00 AM,00:15:30,620D,DOM VIOL
PD21042400002099,N Hollywood,1506,04/24/2021 12:00:00 AM,13:21:56,245D,DOM VIOL
PD21011000003401,Harbor,0518,01/10/2021 12:00:00 AM,18:50:57,242D,DOM VIOL
PD21040800002321,Southeast,1801,04/08/2021 12:00:00 AM,13:02:41,242D,DOM VIOL
PD21020100005282,77th Street,1233,02/02/2021 12:00:00 AM,00:01:09,242DS,DOM VIOL SUSP
PD21033000000581,Hollywood,0646,03/30/2021 12:00:00 AM,05:22:57,620D,DOM VIOL
PD21042600000856,Northeast,1138,04/26/2021 12:00:00 AM,07:18:10,245D,DOM VIOL
PD21012700001529,Southeast,1804,01/27/2021 12:00:00 AM,10:22:11,620D,DOM VIOL
PD21041100003662,West LA,0828,04/11/2021 12:00:00 AM,18:52:32,620D,DOM VIOL
PD21012900001906,Pacific,1469,01/29/2021 12:00:00 AM,13:25:45,245DS,DOM VIOL SUSP
PD21041400001763,Devonshire,1767,04/14/2021 12:00:00 AM,10:38:57,242D,DOM VIOL
PD21032900003556,West LA,0813,03/29/2021 12:00:00 AM,17:38:21,242D,DOM VIOL
PD21052800001273,Rampart,0216,05/28/2021 12:00:00 AM,08:49:26,242DI,DOM VIOL INVESTIGATI
PD21031300001746,Topanga,2136,03/13/2021 12:00:00 AM,11:49:47,620D,DOM VIOL
PD21050200004220,77th Street,1215,05/02/2021 12:00:00 AM,20:37:58,620DR,DOM VIOL R/O
PD21021700002322,Northeast,1162,02/17/2021 12:00:00 AM,13:36:42,242DI,DOM VIOL INVESTIGATI
PD21022100005075,West Valley,1028,02/21/2021 12:00:00 AM,23:04:07,245D,DOM VIOL
PD21032800002767,Central,0192,03/28/2021 12:00:00 AM,16:20:56,620DR,DOM VIOL R/O
PD21051500004215,West Valley,1011,05/15/2021 12:00:00 AM,21:12:17,620DR,DOM VIOL R/O
PD21010600000873,Van Nuys,0914,01/06/2021 12:00:00 AM,08:17:11,242D,DOM VIOL
PD21052300001403,Newton,1347,05/23/2021 12:00:00 AM,09:30:28,245DS,DOM VIOL SUSP
PD21040800000095,Olympic,2055,04/08/2021 12:00:00 AM,00:32:48,242D,DOM VIOL
PD21011300004695,Topanga,2157,01/13/2021 12:00:00 AM,22:58:18,620D,DOM VIOL
PD21030700002721,Southeast,1801,03/07/2021 12:00:00 AM,14:47:57,620DR,DOM VIOL R/O
PD21042500004422,Mission,1959,04/26/2021 12:00:00 AM,00:07:47,242D,DOM VIOL
PD21042400001155,Harbor,0557,04/24/2021 12:00:00 AM,08:08:14,242D,DOM VIOL
PD21032600000590,Southwest,0335,03/26/2021 12:00:00 AM,06:37:15,242D,DOM VIOL
PD21060500003142,Pacific,1496,06/05/2021 12:00:00 AM,17:42:02,242D,DOM VIOL
PD21011100002839,Topanga,2126,01/11/2021 12:00:00 AM,16:20:06,620DR,DOM VIOL R/O
PD21041500003674,Wilshire,0765,04/15/2021 12:00:00 AM,17:42:02,620DR,DOM VIOL R/O
PD21021800002965,Hollenbeck,0461,02/18/2021 12:00:00 AM,14:21:42,242DS,DOM VIOL SUSP
PD21030300004498,N Hollywood,1545,03/03/2021 12:00:00 AM,21:46:10,620DR,DOM VIOL R/O
PD21021200004578,Van Nuys,0919,02/12/2021 12:00:00 AM,21:10:03,620D,DOM VIOL
PD21010800001679,Southwest,0319,01/08/2021 12:00:00 AM,11:42:26,242D,DOM VIOL
PD21020200000328,Southeast,1805,02/02/2021 12:00:00 AM,02:11:09,245DSN,DOM VIOL SUSP NOW
PD21032000002990,Hollenbeck,0456,03/20/2021 12:00:00 AM,16:26:47,242D,DOM VIOL
PD21051300005084,Hollenbeck,0421,05/13/2021 12:00:00 AM,22:12:30,620DR,DOM VIOL R/O
PD21052200001347,Van Nuys,0911,05/22/2021 12:00:00 AM,09:09:26,620D,DOM VIOL
PD21032100000604,Hollenbeck,0459,03/21/2021 12:00:00 AM,02:35:27,245D,DOM VIOL
PD21052700004656,77th Street,1235,05/27/2021 12:00:00 AM,20:53:22,620DR,DOM VIOL R/O
PD21040300002258,Van Nuys,0966,04/03/2021 12:00:00 AM,14:12:59,242D,DOM VIOL
PD21010400004223,Foothill,1623,01/04/2021 12:00:00 AM,21:44:35,242DJ,DOM VIOL J/O
PD21021600001660,Rampart,0221,02/16/2021 12:00:00 AM,10:24:16,620D,DOM VIOL
PD21041300004727,Van Nuys,0985,04/13/2021 12:00:00 AM,21:32:33,620D,DOM VIOL
PD21021600005579,Hollenbeck,0415,02/16/2021 12:00:00 AM,23:57:14,620D,DOM VIOL
PD21030200005076,Pacific,1489,03/02/2021 12:00:00 AM,22:31:16,620D,DOM VIOL
PD21010800002902,Hollywood,0666,01/08/2021 12:00:00 AM,16:51:57,242D,DOM VIOL
PD21040900004124,Newton,1373,04/09/2021 12:00:00 AM,20:18:10,620D,DOM VIOL
PD21030100000421,Newton,1346,03/01/2021 12:00:00 AM,03:30:53,242DS,DOM VIOL SUSP
PD21030500003719,Harbor,0563,03/05/2021 12:00:00 AM,18:24:08,242D,DOM VIOL
PD21010700003965,Rampart,0246,01/07/2021 12:00:00 AM,20:55:22,242D,DOM VIOL
PD21053000004914,Southeast,1862,05/30/2021 12:00:00 AM,22:18:13,242D,DOM VIOL
PD21042700001502,Hollywood,0648,04/27/2021 12:00:00 AM,09:46:53,242D,DOM VIOL
PD21010900001072,Newton,1333,01/09/2021 12:00:00 AM,08:47:37,242DI,DOM VIOL INVESTIGATI
PD21012100001409,77th Street,1207,01/21/2021 12:00:00 AM,09:25:34,242D,DOM VIOL
PD21060600003471,N Hollywood,1538,06/06/2021 12:00:00 AM,17:50:21,620DR,DOM VIOL R/O
PD21032600000636,West Valley,1021,03/26/2021 12:00:00 AM,07:01:19,620D,DOM VIOL
PD21052800001544,Harbor,0567,05/28/2021 12:00:00 AM,09:57:59,245PDX,POSS DOM VIOL I/P
PD21051500000995,Southeast,1824,05/15/2021 12:00:00 AM,06:53:40,242D,DOM VIOL
PD21022200002785,Central,0164,02/22/2021 12:00:00 AM,14:38:53,242D,DOM VIOL
PD21052400004496,N Hollywood,1506,05/24/2021 12:00:00 AM,21:08:48,242D,DOM VIOL
PD21052900002659,Topanga,2136,05/29/2021 12:00:00 AM,15:05:58,620D,DOM VIOL
PD21021200000213,Southwest,0336,02/12/2021 12:00:00 AM,01:04:15,242D,DOM VIOL
PD21011600001494,Southwest,0361,01/16/2021 12:00:00 AM,10:49:42,620D,DOM VIOL
PD21020200004680,N Hollywood,1529,02/02/2021 12:00:00 AM,20:57:28,620D,DOM VIOL
PD21060600002367,77th Street,1257,06/06/2021 12:00:00 AM,13:47:09,242D,DOM VIOL
PD21010100001379,Newton,1353,01/01/2021 12:00:00 AM,07:25:03,620D,DOM VIOL
PD21030400001997,Newton,1321,03/04/2021 12:00:00 AM,11:53:50,242D,DOM VIOL
PD21020700000561,Hollenbeck,0422,02/07/2021 12:00:00 AM,02:23:51,620D,DOM VIOL
PD21052200001902,Hollywood,0622,05/22/2021 12:00:00 AM,11:35:41,620D,DOM VIOL
PD21011700002359,Mission,1981,01/17/2021 12:00:00 AM,14:49:27,242D,DOM VIOL
PD21032200003738,Newton,1352,03/22/2021 12:00:00 AM,18:22:32,620D,DOM VIOL
PD21050100002157,Southwest,0354,05/01/2021 12:00:00 AM,13:16:22,245DI,DOM VIOL INVEST
PD21032000002214,Central,0154,03/20/2021 12:00:00 AM,12:53:09,620D,DOM VIOL
PD21010400003048,77th Street,1268,01/04/2021 12:00:00 AM,17:11:17,245D,DOM VIOL
PD21040400004600,Van Nuys,0937,04/04/2021 12:00:00 AM,23:16:15,620D,DOM VIOL
PD21042200001040,Northeast,1137,04/22/2021 12:00:00 AM,08:23:48,245D,DOM VIOL
PD21051000003598,77th Street,1256,05/10/2021 12:00:00 AM,17:44:37,620D,DOM VIOL
PD21032200000394,Central,0185,03/22/2021 12:00:00 AM,02:19:01,242AD,AMB DOM VIOL
PD21030800001915,77th Street,1233,03/08/2021 12:00:00 AM,11:46:37,242D,DOM VIOL
PD21030900002513,Southeast,1844,03/09/2021 12:00:00 AM,13:10:06,620D,DOM VIOL
PD21021500003266,West LA,0883,02/15/2021 12:00:00 AM,17:26:31,242DS,DOM VIOL SUSP
PD21010400003277,Southeast,1823,01/04/2021 12:00:00 AM,17:35:41,245D,DOM VIOL
PD21042300004304,Newton,1385,04/23/2021 12:00:00 AM,20:56:25,620D,DOM VIOL
PD21043000000910,Harbor,0551,04/30/2021 12:00:00 AM,07:38:55,242DX,BATTERY DOMESTIC VIO
PD21022600000577,Pacific,1467,02/26/2021 12:00:00 AM,04:28:17,242D,DOM VIOL
PD21010200000032,Central,0132,01/02/2021 12:00:00 AM,00:17:48,620D,DOM VIOL
PD21032700002382,Newton,1361,03/27/2021 12:00:00 AM,15:22:39,242D,DOM VIOL
PD21020400000159,Harbor,0563,02/04/2021 12:00:00 AM,00:54:30,620DR,DOM VIOL R/O
PD21021100000147,Southeast,1849,02/11/2021 12:00:00 AM,00:52:28,242D,DOM VIOL
PD21060100003421,Van Nuys,0964,06/01/2021 12:00:00 AM,16:50:52,242D,DOM VIOL
PD21051400003089,Hollywood,0636,05/14/2021 12:00:00 AM,15:49:29,620D,DOM VIOL
PD21040900005154,Wilshire,0735,04/09/2021 12:00:00 AM,23:49:53,620D,DOM VIOL
PD21053000005445,77th Street,1269,05/30/2021 12:00:00 AM,23:56:05,245DR,DOM VIOL R/O
PD21060500004768,Southwest,0317,06/05/2021 12:00:00 AM,23:49:12,242D,DOM VIOL
PD21041400001579,Pacific,1446,04/14/2021 12:00:00 AM,10:01:31,242D,DOM VIOL
PD21032800000924,Southeast,1823,03/28/2021 12:00:00 AM,05:44:55,242AD,AMB DOM VIOL
PD21010400003580,Harbor,0563,01/04/2021 12:00:00 AM,18:58:13,620DR,DOM VIOL R/O
PD21042600000784,Foothill,1684,04/26/2021 12:00:00 AM,07:02:27,242D,DOM VIOL
PD21010300000641,Van Nuys,0901,01/03/2021 12:00:00 AM,04:21:23,242D,DOM VIOL
PD21010400001467,Central,0147,01/04/2021 12:00:00 AM,10:21:31,620D,DOM VIOL
PD21041400003807,Topanga,2158,04/14/2021 12:00:00 AM,17:46:54,620D,DOM VIOL
PD21020100003071,Pacific,1437,02/01/2021 12:00:00 AM,15:47:49,245D,DOM VIOL
PD21053100001409,Newton,1347,05/31/2021 12:00:00 AM,09:23:30,620D,DOM VIOL
PD21040300004704,Northeast,1162,04/03/2021 12:00:00 AM,23:17:52,620D,DOM VIOL
PD21022100000787,Hollenbeck,0459,02/21/2021 12:00:00 AM,04:12:41,242DX,BATTERY DOMESTIC VIO
PD21010100002141,77th Street,1267,01/01/2021 12:00:00 AM,12:47:15,620D,DOM VIOL
PD21052800003174,Hollywood,0668,05/28/2021 12:00:00 AM,16:37:53,245D,DOM VIOL
PD21050900002701,Rampart,0247,05/09/2021 12:00:00 AM,15:42:45,242DI,DOM VIOL INVESTIGATI
PD21032200004870,Hollywood,0657,03/22/2021 12:00:00 AM,22:46:14,620D,DOM VIOL
PD21032200001292,Newton,1395,03/22/2021 12:00:00 AM,09:19:49,242DJ,DOM VIOL J/O
PD21050100003095,Northeast,1181,05/01/2021 12:00:00 AM,17:19:09,620D,DOM VIOL
PD21050700000436,Mission,1972,05/07/2021 12:00:00 AM,03:04:33,242D,DOM VIOL
PD21021500003438,Rampart,0265,02/15/2021 12:00:00 AM,18:12:31,620D,DOM VIOL
PD21011300000871,Southeast,1822,01/13/2021 12:00:00 AM,07:47:17,620D,DOM VIOL
PD21052500003493,Central,0154,05/25/2021 12:00:00 AM,18:07:08,620D,DOM VIOL
PD21022400000407,Harbor,0522,02/24/2021 12:00:00 AM,02:29:49,620D,DOM VIOL
PD21032900004681,77th Street,1207,03/29/2021 12:00:00 AM,21:39:01,620D,DOM VIOL
PD21011400000094,Van Nuys,0911,01/14/2021 12:00:00 AM,00:35:14,242D,DOM VIOL
PD21021400000661,Wilshire,0745,02/14/2021 12:00:00 AM,03:13:25,242DX,BATTERY DOMESTIC VIO
PD21020400002668,77th Street,1207,02/04/2021 12:00:00 AM,13:38:48,620D,DOM VIOL
PD21012800003980,Newton,1364,01/28/2021 12:00:00 AM,19:22:55,620D,DOM VIOL
PD21011000002069,Rampart,0219,01/10/2021 12:00:00 AM,13:24:05,242D,DOM VIOL
PD21030100004357,Harbor,0507,03/01/2021 12:00:00 AM,20:51:11,242D,DOM VIOL
PD21010200000372,Van Nuys,0911,01/02/2021 12:00:00 AM,02:35:14,242D,DOM VIOL
PD21012400003479,Wilshire,0743,01/24/2021 12:00:00 AM,19:08:29,620D,DOM VIOL
PD21031300000157,West Valley,1067,03/13/2021 12:00:00 AM,00:44:13,620DR,DOM VIOL R/O
PD21060700002217,Southeast,1805,06/07/2021 12:00:00 AM,12:16:47,620D,DOM VIOL
PD21040100003297,Mission,1961,04/01/2021 12:00:00 AM,16:21:33,620D,DOM VIOL
PD21042100000130,Pacific,1488,04/21/2021 12:00:00 AM,00:43:48,242D,DOM VIOL
PD21042800003108,Southeast,1863,04/28/2021 12:00:00 AM,15:53:26,245D,DOM VIOL
PD21022700002029,77th Street,1263,02/27/2021 12:00:00 AM,11:58:07,620DR,DOM VIOL R/O
PD21052200004197,Topanga,2187,05/22/2021 12:00:00 AM,20:30:56,620DR,DOM VIOL R/O
PD21013100002745,Hollenbeck,0423,01/31/2021 12:00:00 AM,16:05:02,620D,DOM VIOL
PD21012100005291,Central,0156,01/21/2021 12:00:00 AM,22:02:15,620D,DOM VIOL
PD21022800001848,Harbor,0563,02/28/2021 12:00:00 AM,11:22:58,242D,DOM VIOL
PD21022800000694,Harbor,0587,02/28/2021 12:00:00 AM,03:34:57,620DR,DOM VIOL R/O
PD21032700000174,Hollenbeck,0456,03/27/2021 12:00:00 AM,00:44:47,245DSN,DOM VIOL SUSP NOW
PD21060600001991,N Hollywood,1525,06/06/2021 12:00:00 AM,11:52:51,245D,DOM VIOL
PD21030900002572,Pacific,1409,03/09/2021 12:00:00 AM,12:54:42,620D,DOM VIOL
PD21020400002597,77th Street,1235,02/04/2021 12:00:00 AM,13:25:46,242DI,DOM VIOL INVESTIGATI
PD21060400000744,Central,0165,06/04/2021 12:00:00 AM,06:07:41,620DR,DOM VIOL R/O
PD21051100004192,Devonshire,1749,05/11/2021 12:00:00 AM,19:12:12,620D,DOM VIOL
PD21020200005200,Hollywood,0647,02/02/2021 12:00:00 AM,22:46:57,620D,DOM VIOL
PD21040600005219,Rampart,0215,04/06/2021 12:00:00 AM,23:37:49,620D,DOM VIOL
PD21031600004928,Mission,1971,03/16/2021 12:00:00 AM,21:57:11,242D,DOM VIOL
PD21011900003435,West Valley,1023,01/19/2021 12:00:00 AM,16:41:50,245DI,DOM VIOL INVEST
PD21032900004866,Harbor,0504,03/29/2021 12:00:00 AM,22:02:23,620DR,DOM VIOL R/O
PD21032700002533,77th Street,1265,03/27/2021 12:00:00 AM,17:19:55,242DI,DOM VIOL INVESTIGATI
PD21052400005124,Rampart,0212,05/24/2021 12:00:00 AM,23:09:32,620D,DOM VIOL
PD21020600000257,Mission,1985,02/06/2021 12:00:00 AM,01:21:11,245DSL,DOM VIOL SUSP J/L
PD21011900004974,Southwest,0397,01/19/2021 12:00:00 AM,21:44:10,620D,DOM VIOL
PD21052200001848,77th Street,1215,05/22/2021 12:00:00 AM,11:21:09,620D,DOM VIOL
PD21040900004307,Newton,1362,04/09/2021 12:00:00 AM,20:49:06,242D,DOM VIOL
PD21022800005198,Topanga,2137,02/28/2021 12:00:00 AM,23:39:40,620D,DOM VIOL
PD21021900001268,Southeast,1837,02/19/2021 12:00:00 AM,09:10:38,620D,DOM VIOL
PD21032800000121,Wilshire,0776,03/28/2021 12:00:00 AM,00:28:11,242D,DOM VIOL
PD21031700002840,Northeast,1117,03/17/2021 12:00:00 AM,14:08:47,242D,DOM VIOL
PD21042900002435,Southeast,1849,04/29/2021 12:00:00 AM,13:15:50,242D,DOM VIOL
PD21050900003105,Central,0162,05/09/2021 12:00:00 AM,17:26:24,242D,DOM VIOL
PD21010600004435,Rampart,0291,01/06/2021 12:00:00 AM,22:15:09,242D,DOM VIOL
PD21060100002390,Hollenbeck,0423,06/01/2021 12:00:00 AM,13:01:27,242D,DOM VIOL
PD21042800001358,77th Street,1265,04/28/2021 12:00:00 AM,09:34:46,242D,DOM VIOL
PD21032700003615,Southwest,0356,03/27/2021 12:00:00 AM,20:00:38,245DX,DOM VIOL IN PROGRESS
PD21011200002058,Southeast,1802,01/12/2021 12:00:00 AM,12:33:07,620DR,DOM VIOL R/O
PD21052800001267,77th Street,1293,05/28/2021 12:00:00 AM,09:02:50,245D,DOM VIOL
PD21021600000534,West LA,0818,02/16/2021 12:00:00 AM,04:01:33,245D,DOM VIOL
PD21033000003969,Devonshire,1713,03/30/2021 12:00:00 AM,18:50:27,242DI,DOM VIOL INVESTIGATI
PD21050600000502,Harbor,0587,05/06/2021 12:00:00 AM,02:59:43,620DR,DOM VIOL R/O
PD21011800003205,Newton,1371,01/18/2021 12:00:00 AM,17:35:37,620DR,DOM VIOL R/O
PD21032800004364,Wilshire,0769,03/28/2021 12:00:00 AM,22:20:32,620D,DOM VIOL
PD21040800004186,Rampart,0257,04/08/2021 12:00:00 AM,20:05:08,242DI,DOM VIOL INVESTIGATI
PD21051500003368,Olympic,2045,05/15/2021 12:00:00 AM,18:19:37,620D,DOM VIOL
PD21060800000223,Newton,1347,06/08/2021 12:00:00 AM,01:28:28,242D,DOM VIOL
PD21052600001078,Olympic,2036,05/26/2021 12:00:00 AM,08:03:49,242D,DOM VIOL
PD21060700000364,West Valley,1015,06/07/2021 12:00:00 AM,01:43:19,620DR,DOM VIOL R/O
PD21041200002038,Southwest,0375,04/12/2021 12:00:00 AM,12:09:05,242D,DOM VIOL
PD21042700000482,Harbor,0558,04/27/2021 12:00:00 AM,03:39:32,620D,DOM VIOL
PD21012200000200,Olympic,2024,01/22/2021 12:00:00 AM,01:09:30,620D,DOM VIOL
PD21042900001817,West LA,0849,04/29/2021 12:00:00 AM,11:56:36,620D,DOM VIOL
PD21030800002088,Newton,1345,03/08/2021 12:00:00 AM,12:17:19,620D,DOM VIOL
PD21011700000034,Harbor,0585,01/17/2021 12:00:00 AM,00:07:47,620D,DOM VIOL
PD21022500001040,Harbor,0585,02/25/2021 12:00:00 AM,07:49:57,242PD,POSS DOM VIOL
PD21040100004547,Mission,1941,04/01/2021 12:00:00 AM,20:55:23,620D,DOM VIOL
PD21022700003788,Southwest,0319,02/27/2021 12:00:00 AM,18:45:41,620DR,DOM VIOL R/O
PD21021400002571,Hollywood,0669,02/14/2021 12:00:00 AM,14:59:04,620D,DOM VIOL
PD21010100002311,Hollenbeck,0423,01/01/2021 12:00:00 AM,13:55:21,620D,DOM VIOL
PD21050700003866,Rampart,0215,05/07/2021 12:00:00 AM,19:37:57,242D,DOM VIOL
PD21053000000224,Southeast,1801,05/30/2021 12:00:00 AM,00:39:21,620DR,DOM VIOL R/O
PD21052700004102,Olympic,2071,05/27/2021 12:00:00 AM,19:18:50,242D,DOM VIOL
PD21050700001707,N Hollywood,1563,05/07/2021 12:00:00 AM,10:59:04,620D,DOM VIOL
PD21030400003649,Northeast,1139,03/04/2021 12:00:00 AM,17:30:21,242D,DOM VIOL
PD21032100004764,Southeast,1823,03/21/2021 12:00:00 AM,21:55:48,242D,DOM VIOL
PD21010800002142,Central,0192,01/08/2021 12:00:00 AM,13:41:49,242DI,DOM VIOL INVESTIGATI
PD21022100001362,77th Street,1258,02/21/2021 12:00:00 AM,09:08:59,620D,DOM VIOL
PD21021900004394,Newton,1326,02/19/2021 12:00:00 AM,20:10:13,242D,DOM VIOL
PD21051200003506,Devonshire,1725,05/12/2021 12:00:00 AM,16:34:26,620D,DOM VIOL
PD21042000001398,Harbor,0585,04/20/2021 12:00:00 AM,10:35:49,620D,DOM VIOL
PD21013000002198,West LA,0853,01/30/2021 12:00:00 AM,13:41:37,242D,DOM VIOL
PD21040300004673,Pacific,1468,04/03/2021 12:00:00 AM,23:08:57,620DR,DOM VIOL R/O
PD21040600004973,Newton,1375,04/06/2021 12:00:00 AM,22:22:45,245D,DOM VIOL
PD21022300002331,N Hollywood,1557,02/23/2021 12:00:00 AM,12:36:40,242D,DOM VIOL
PD21051200004294,Rampart,0265,05/12/2021 12:00:00 AM,19:45:23,620D,DOM VIOL
PD21010600001375,Devonshire,1787,01/06/2021 12:00:00 AM,10:08:20,242D,DOM VIOL
PD21022100000968,Rampart,0241,02/21/2021 12:00:00 AM,06:03:02,242D,DOM VIOL
PD21031200001788,West Valley,1067,03/12/2021 12:00:00 AM,11:30:13,242D,DOM VIOL
PD21042600002783,N Hollywood,1503,04/26/2021 12:00:00 AM,14:50:40,620D,DOM VIOL
PD21032300002713,Hollywood,0636,03/23/2021 12:00:00 AM,13:55:47,242AD,AMB DOM VIOL
PD21031300001210,77th Street,1268,03/13/2021 12:00:00 AM,09:12:27,245D,DOM VIOL
